Date,Open,High,Low,Close,Volume,Adj Close
2017-02-23,65.519997,66.110001,65.349998,65.849998,6784000,65.849998
2017-02-22,65.50,65.75,65.089996,65.290001,8647400,65.290001
2017-02-21,64.900002,65.779999,64.900002,65.480003,6666200,65.480003
2017-02-17,65.199997,65.559998,64.860001,65.389999,8966400,65.389999
2017-02-16,65.139999,65.410004,64.459999,65.260002,12336500,65.260002
2017-02-15,64.900002,65.870003,64.849998,65.160004,17655600,65.160004
2017-02-14,64.639999,65.720001,64.43,65.660004,10080300,65.660004
2017-02-13,64.25,64.830002,64.220001,64.769997,7136900,64.769997
2017-02-10,64.32,64.57,63.959999,64.150002,8521900,64.150002
2017-02-09,64.32,64.82,64.300003,64.389999,6947200,64.389999
2017-02-08,63.900002,64.480003,63.830002,64.32,5876900,64.32
2017-02-07,64.760002,64.93,64.050003,64.199997,8394700,64.199997
2017-02-06,63.919998,64.949997,63.900002,64.940002,9048900,64.940002
2017-02-03,63.860001,64.330002,63.27,64.290001,11612400,64.290001
2017-02-02,62.639999,64.209999,62.529999,64.18,18572400,64.18
2017-02-01,62.060001,62.27,61.560001,62.099998,11011400,62.099998
2017-01-31,61.060001,62.240002,60.919998,61.990002,9724400,61.990002
2017-01-30,61.52,61.709999,60.93,61.43,7813800,61.43
2017-01-27,61.380001,61.990002,61.299999,61.75,6611700,61.75
2017-01-26,61.02,61.360001,60.540001,61.200001,12692200,61.200001
2017-01-25,61.32,61.380001,60.759998,61.080002,13716800,61.080002
2017-01-24,61.59,61.689999,60.73,61.209999,10444500,61.209999
2017-01-23,61.810001,62.400002,61.630001,61.810001,10076600,61.810001
2017-01-20,62.400002,62.919998,62.150002,62.529999,24732300,62.529999
2017-01-19,61.049999,61.080002,60.07,60.330002,11252700,60.330002
2017-01-18,61.380001,61.779999,61.080002,61.169998,8111800,61.169998
2017-01-17,61.919998,62.07,61.200001,61.48,10576600,61.48
2017-01-13,62.330002,62.68,62.099998,62.34,9943400,62.34
2017-01-12,62.529999,63.240002,62.119999,62.209999,24808400,62.209999
2017-01-11,62.34,63.16,60.75,61.630001,32547200,61.630001
2017-01-10,61.200001,61.240002,59.889999,59.919998,14994700,59.919998
2017-01-09,60.299999,61.48,60.080002,61.099998,9698400,61.099998
2017-01-06,60.09,60.459999,59.529999,60.27,10238600,60.27
2017-01-05,60.220001,60.580002,60.00,60.110001,8994300,60.110001
2017-01-04,60.50,60.790001,60.040001,60.130001,9389400,60.130001
2017-01-03,59.150002,60.380001,59.049999,60.150002,11986700,60.150002
2016-12-30,58.779999,58.950001,58.560001,58.869999,10753300,58.869999
2016-12-29,59.290001,59.59,58.98,59.040001,6487700,59.040001
2016-12-28,59.720001,59.860001,59.209999,59.27,6056600,59.27
2016-12-27,59.869999,60.139999,59.560001,59.790001,5809600,59.790001
2016-12-23,59.77,59.860001,59.25,59.560001,7590000,59.560001
